date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:33:10	30093/30093	---M-Z	200	added ('OK')	text/html	etag:W/%2265fdbacc-758d%22	https://blog.minhazav.dev/research/html5-qrcode	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/research/html5-qrcode.html	(from )
00:33:11	70/70	---M--	200	added ('OK')	text/plain	etag:%2265fdbacc-46%22	https://blog.minhazav.dev/robots.txt		(from )
00:33:11	19364/19364	---M-Z	200	added ('OK')	text/css	etag:W/%2265fdbacc-4ba4%22	https://blog.minhazav.dev/assets/main.css	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/main.css	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:11	8257/8257	---M-Z	200	added ('OK')	text/css	etag:W/%2265fdbacc-2041%22	https://blog.minhazav.dev/assets/custom.css	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/custom.css	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:11	1314/1314	---M-Z	200	added ('OK')	text/css	etag:W/%2265fdbacc-522%22	https://blog.minhazav.dev/assets/css/sharebar.css	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/css/sharebar.css	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:12	91289/91289	---M--	200	added ('OK')	image/png	etag:%2265fdbacc-16499%22	https://blog.minhazav.dev/assets/img/scanapp-logo-removebg-preview.png	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/img/scanapp-logo-removebg-preview.png	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:12	10942/10942	---M-Z	200	added ('OK')	text/html	etag:W/%2265fdbacc-2abe%22	https://blog.minhazav.dev/research/	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/research/index.html	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:13	763/763	---M-Z	200	added ('OK')	text/css	etag:%225eb9f5fb-2fb%22	http://cdnjs.cloudflare.com/ajax/libs/highlight.js/10.0.3/styles/default.min.css	C:/Mes%20Sites%20Web/qr3/cdnjs.cloudflare.com/ajax/libs/highlight.js/10.0.3/styles/default.min.css	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:14	177715/177715	---M--	200	added ('OK')	text/javascript	etag:11282152143731808398	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-2583590292295592	C:/Mes%20Sites%20Web/qr3/pagead2.googlesyndication.com/pagead/js/f0a36.txt	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:14	50553/50553	---M--	200	added ('OK')	image/jpeg	etag:%2265fdbacc-c579%22	https://blog.minhazav.dev/images/post24_image1.jpeg	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/images/post24_image1.jpg	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:15	177715/177715	---M--	200	added ('OK')	text/javascript	etag:4575285690209215152	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-6209792783516879	C:/Mes%20Sites%20Web/qr3/pagead2.googlesyndication.com/pagead/js/f557a.txt	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:16	5299/5299	---MC-	200	added ('OK')	image/png	date:Mon,%2001%20Apr%202024%2023:33:16%20GMT	https://nodei.co/npm/html5-qrcode.png	C:/Mes%20Sites%20Web/qr3/nodei.co/npm/html5-qrcode.png	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:18	375364/375364	---M-Z	200	added ('OK')	text/plain	date:Mon,%2001%20Apr%202024%2023:33:18%20GMT	https://raw.githubusercontent.com/mebjas/html5-qrcode/master/minified/html5-qrcode.min.js	C:/Mes%20Sites%20Web/qr3/raw.githubusercontent.com/mebjas/html5-qrcode/master/minified/html5-qrcode.min.js	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:18	64996/64996	---M--	200	added ('OK')	image/jpeg	etag:%2265fdbacc-fde4%22	https://blog.minhazav.dev/images/post18_image2.jpg	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/images/post18_image2.jpg	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:18	2258/2258	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620680eb-8d2%22	https://utteranc.es/client.js	C:/Mes%20Sites%20Web/qr3/utteranc.es/client.js	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:19	95387/95387	---M-Z	200	added ('OK')	application/javascript	etag:%225eb9f5fb-1749b%22	https://cdnjs.cloudflare.com/ajax/libs/highlight.js/10.0.3/highlight.min.js	C:/Mes%20Sites%20Web/qr3/cdnjs.cloudflare.com/ajax/libs/highlight.js/10.0.3/highlight.min.js	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:19	358829/358829	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265fdbacc-579ad%22	https://blog.minhazav.dev/assets/research/html5qrcode/html5-qrcode.min.v2.3.0.js	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/research/html5qrcode/html5-qrcode.min.v2.3.0.js	(from https://blog.minhazav.dev/research/html5-qrcode)
00:33:20	22190/22190	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265fdbacc-56ae%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.eot	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.eot	(from https://blog.minhazav.dev/assets/main.css)
00:33:20	22190/22190	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265fdbacc-56ae%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.eot?	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300d41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:33:20	18684/18684	---M--	200	added ('OK')	font/woff2	etag:%2265fdbacc-48fc%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.woff2	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:33:21	23732/23732	---M--	200	added ('OK')	font/woff	etag:%2265fdbacc-5cb4%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.woff	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.woff	(from https://blog.minhazav.dev/assets/main.css)
00:33:22	50476/50476	---M-Z	200	added ('OK')	font/ttf	etag:W/%2265fdbacc-c52c%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.ttf	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:33:22	56384/56384	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2265fdbacc-dc40%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.svg	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.svg	(from https://blog.minhazav.dev/assets/main.css)
00:33:23	23636/23636	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265fdbacc-5c54%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.eot	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.eot	(from https://blog.minhazav.dev/assets/main.css)
00:33:23	23636/23636	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265fdbacc-5c54%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.eot?	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italicd41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:33:24	19884/19884	---M--	200	added ('OK')	font/woff2	etag:%2265fdbacc-4dac%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.woff2	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:33:24	25332/25332	---M--	200	added ('OK')	font/woff	etag:%2265fdbacc-62f4%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.woff	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.woff	(from https://blog.minhazav.dev/assets/main.css)
00:33:25	52656/52656	---M-Z	200	added ('OK')	font/ttf	etag:W/%2265fdbacc-cdb0%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.ttf	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:33:25	64896/64896	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2265fdbacc-fd80%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.svg	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.svg	(from https://blog.minhazav.dev/assets/main.css)
00:33:25	20580/20580	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265fdbacc-5064%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.eot	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.eot	(from https://blog.minhazav.dev/assets/main.css)
00:33:25	20580/20580	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265fdbacc-5064%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.eot?	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regulard41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:33:26	17448/17448	---M--	200	added ('OK')	font/woff2	etag:%2265fdbacc-4428%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.woff2	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:33:26	22172/22172	---M--	200	added ('OK')	font/woff	etag:%2265fdbacc-569c%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.woff	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.woff	(from https://blog.minhazav.dev/assets/main.css)
00:33:27	49948/49948	---M-Z	200	added ('OK')	font/ttf	etag:W/%2265fdbacc-c31c%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.ttf	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:33:27	57372/57372	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2265fdbacc-e01c%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.svg	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.svg	(from https://blog.minhazav.dev/assets/main.css)
00:33:27	21965/21965	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265fdbacc-55cd%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.eot	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.eot	(from https://blog.minhazav.dev/assets/main.css)
00:33:27	21965/21965	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265fdbacc-55cd%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.eot?	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500d41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:33:28	18364/18364	---M--	200	added ('OK')	font/woff2	etag:%2265fdbacc-47bc%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.woff2	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:33:28	23416/23416	---M--	200	added ('OK')	font/woff	etag:%2265fdbacc-5b78%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.woff	C:/Mes%20Sites%20Web/qr3/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.woff	(from https://blog.minhazav.dev/assets/main.css)
